name,online_order,book_table,rate,votes,location,rest_type,cuisines,cost2plates,type
RAW Pressery,No,No,good,20,others,Delivery,others,300,Delivery
Loyal Food,Yes,No,bad,16,Indiranagar,Quick Bites,Continental,500,Delivery
Madurai Idly Shop,No,No,good,722,Indiranagar,Quick Bites,South Indian,200,Delivery
Buntastic,Yes,No,good,0,Indiranagar,"Takeaway, Delivery",others,200,Delivery
Delices,Yes,No,bad,6,Ulsoor,Bakery,"Bakery, Desserts",400,Delivery
Ging - Royal Orchid Central,Yes,Yes,insane,222,MG Road,others,others,2000,Delivery
Mainland China,Yes,Yes,insane,1507,Indiranagar,Casual Dining,"Chinese, Momos",1700,Delivery
Kim Lee Restaurant,No,No,good,264,Indiranagar,Casual Dining,"Chinese, Momos",650,Delivery
Anju's Cafe,No,No,bad,5,Indiranagar,Quick Bites,others,400,Delivery
Bangalore Bytes,Yes,No,bad,121,Brigade Road,Quick Bites,others,300,Delivery
iSpice Resto Cafe,Yes,No,good,28,Indiranagar,Cafe,others,600,Delivery
Punjab Bistro,Yes,No,good,15,others,others,North Indian,300,Delivery
Hotel Hyperdine,Yes,No,bad,66,Indiranagar,Quick Bites,others,350,Delivery
Little Orissa Restaurant,Yes,No,good,346,Indiranagar,Casual Dining,others,450,Delivery
Indian Spice Food,Yes,No,good,0,Ulsoor,Quick Bites,"North Indian, Chinese",300,Delivery
Chef Baker's,Yes,No,good,0,MG Road,others,"Bakery, Desserts",600,Delivery
Give Me 5 Cafe,No,No,bad,90,Indiranagar,Cafe,"Cafe, Continental",500,Delivery
Tea Break Lounge,Yes,No,bad,5,Brigade Road,Quick Bites,"Beverages, Fast Food",400,Delivery
Inhouse Burger,Yes,No,bad,10,others,Quick Bites,others,500,Delivery
Bob's Restaurant,Yes,No,insane,330,others,Quick Bites,"North Indian, Chinese",500,Delivery
Mother's Meal,Yes,No,good,133,others,Quick Bites,North Indian,200,Delivery
Kitchen of Joy,Yes,No,insane,566,Indiranagar,Quick Bites,others,400,Delivery
Cross Roads Cafe,Yes,No,bad,59,Indiranagar,Cafe,others,500,Delivery
Premium Bombay Kulfi,Yes,No,bad,9,Indiranagar,others,Ice Cream,100,Delivery
Marzipan Cafe & Bakery,Yes,No,insane,431,Ulsoor,others,others,700,Delivery
Liveat,No,No,good,35,Indiranagar,Delivery,others,500,Delivery
Driven Cafe,Yes,No,bad,122,Residency Road,Cafe,others,600,Delivery
The Jungle Terrace,Yes,No,bad,13,Brigade Road,Casual Dining,others,600,Delivery
Shaap,Yes,No,insane,237,Indiranagar,Casual Dining,others,500,Delivery
Forage,No,Yes,insane,210,Indiranagar,Casual Dining,others,1500,Delivery
Ammi's Biryani,No,No,bad,231,Indiranagar,Quick Bites,"Biryani, North Indian",350,Delivery
Troll,Yes,No,good,102,Indiranagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery
Saka Eatery Outlet,Yes,No,good,41,Indiranagar,Quick Bites,Street Food,150,Delivery
New Kudla Family Resturant,Yes,No,bad,4,MG Road,Quick Bites,"North Indian, Chinese",450,Delivery
Happy Fillings,Yes,No,bad,8,Ulsoor,Quick Bites,Chinese,300,Delivery
Oye Amritsar,Yes,Yes,good,1437,Indiranagar,Casual Dining,North Indian,1000,Delivery
Shawarma Inc,Yes,No,bad,28,Brigade Road,others,others,250,Delivery
Shree Ganesh Fruit Juice Centre,No,No,good,0,Indiranagar,others,others,80,Delivery
Stuffd,Yes,No,good,32,Old Airport Road,"Takeaway, Delivery",others,500,Delivery
A3 Nuwang Kitchen,Yes,No,good,42,Ejipura,Quick Bites,"Chinese, North Indian",300,Delivery
Fatso's,Yes,No,good,72,Brigade Road,Cafe,others,650,Delivery
Woodstok,Yes,Yes,insane,1052,Indiranagar,"Takeaway, Delivery",others,1400,Delivery
20 Char - Sterlings MAC Hotel,Yes,Yes,insane,419,Old Airport Road,"Casual Dining, Bar",others,1400,Delivery
J's Cafe,No,No,good,155,Indiranagar,Cafe,"Cafe, Continental",700,Delivery
Fullyfilled,Yes,No,insane,48,Indiranagar,Quick Bites,others,200,Delivery
Vasudev Adiga's,No,No,bad,317,Indiranagar,Casual Dining,"South Indian, North Indian, Chinese",400,Delivery
Biriyani Combo 99,No,No,good,0,Indiranagar,Quick Bites,Biryani,300,Delivery
Kulfi Point,No,No,bad,5,Indiranagar,Dessert Parlor,Desserts,150,Delivery
Al Swaad Take Away,Yes,No,bad,12,Richmond Road,Quick Bites,others,350,Delivery
ABC Grand,Yes,No,bad,54,Indiranagar,Casual Dining,others,700,Delivery
Wats Ur Scoop?,Yes,No,insane,56,Indiranagar,Dessert Parlor,"Desserts, Ice Cream",300,Delivery
Anmol Foods,Yes,No,good,0,others,Quick Bites,others,150,Delivery
Mummy Dhaba,Yes,No,bad,46,Ulsoor,Quick Bites,North Indian,300,Delivery
Snack House,Yes,No,good,22,Indiranagar,Quick Bites,others,200,Delivery
Mad Over Biryani,Yes,No,bad,9,Indiranagar,Quick Bites,"Biryani, North Indian",600,Delivery
WAFL CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ©,Yes,No,insane,85,Residency Road,others,others,400,Delivery
Kenny's Restaurant,Yes,No,good,87,Banaswadi,Quick Bites,Chinese,450,Delivery
Hotel Rangoon,Yes,No,good,17,Ulsoor,Quick Bites,others,300,Delivery
Just Shawarma,Yes,No,good,110,Ulsoor,Quick Bites,Arabian,300,Delivery
Nami's Global Kitchen,No,No,bad,6,Indiranagar,"Takeaway, Delivery",others,240,Delivery
Southease,Yes,No,good,0,Indiranagar,Delivery,South Indian,400,Delivery
Bombay Kulfi,No,No,good,21,Indiranagar,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Tea Journey,Yes,No,good,71,Indiranagar,Cafe,Cafe,500,Delivery
ROYCE' Chocolate,Yes,No,bad,6,MG Road,others,Desserts,1000,Delivery
Viceroy's Sarathi,Yes,No,good,137,Indiranagar,"Casual Dining, Bar","North Indian, Chinese",750,Delivery
Eat Well,Yes,No,bad,32,Indiranagar,Quick Bites,"North Indian, Chinese",400,Delivery
Tunday Kababi,Yes,No,good,721,Indiranagar,Casual Dining,others,500,Delivery
Taza Tawa,Yes,No,good,168,others,Quick Bites,others,450,Delivery
Jerry Mama's,No,No,good,10,Indiranagar,Bakery,Bakery,250,Delivery
Deshi Fusion Pizza,Yes,No,bad,73,others,Delivery,others,750,Delivery
The Pizza Bakery,Yes,Yes,insane,1724,Indiranagar,Casual Dining,others,1200,Delivery
Flavors of India,No,No,good,0,Indiranagar,Casual Dining,others,600,Delivery
Book My Cakes,Yes,No,bad,4,Old Airport Road,Bakery,Bakery,300,Delivery
Smokie Brownie,Yes,No,bad,7,Brigade Road,Cafe,Cafe,600,Delivery
Chef Fast Food,Yes,No,bad,26,Old Airport Road,Quick Bites,others,300,Delivery
Goodness! Beverages,Yes,No,good,0,Indiranagar,Delivery,Beverages,250,Delivery
Paratha Plaza,Yes,No,good,155,Indiranagar,Quick Bites,North Indian,200,Delivery
The Spicy Kitchen,Yes,No,bad,15,others,Quick Bites,others,300,Delivery
The Donut Baker,No,No,bad,6,Indiranagar,others,"Bakery, Desserts",150,Delivery
Benjarong,Yes,No,insane,858,Ulsoor,Casual Dining,others,1800,Delivery
NH8,Yes,Yes,insane,2075,Indiranagar,Casual Dining,others,800,Delivery
The Wok Shop,Yes,No,bad,7,Ulsoor,Quick Bites,others,500,Delivery
Chai Cafe,No,No,good,49,Indiranagar,Cafe,Cafe,200,Delivery
Daily Bite,Yes,No,bad,14,Richmond Road,Quick Bites,others,250,Delivery
La Madeleine Patisserie,No,No,good,71,Indiranagar,"Takeaway, Delivery",Bakery,200,Delivery
Sree Vinayaka Puttukada,No,No,good,0,Indiranagar,Quick Bites,"Kerala, South Indian",250,Delivery
Frootality,No,No,insane,213,Indiranagar,others,others,400,Delivery
Venus Bake Point,Yes,No,bad,6,Old Airport Road,Bakery,Bakery,500,Delivery
Fresh Lime Soda,Yes,No,good,0,others,others,Beverages,150,Delivery
Dine @ 9 Paratha Corner,Yes,No,good,33,Indiranagar,Quick Bites,"North Indian, Chinese",300,Delivery
Chaai Resto,Yes,No,good,0,others,Cafe,others,200,Delivery
Pulimunchi,Yes,Yes,insane,686,Indiranagar,Casual Dining,others,1000,Delivery
Sunny Side Bistro,No,No,good,69,Indiranagar,Cafe,"Cafe, Continental",700,Delivery
Punjabi Khazana,No,No,bad,40,Indiranagar,Quick Bites,North Indian,400,Delivery
Rolls On Wheels,No,No,bad,122,Indiranagar,Quick Bites,others,200,Delivery
Kund Indian Barbeque,No,Yes,insane,869,Indiranagar,Casual Dining,"North Indian, Mughlai",1100,Delivery
Gelato Italiano,Yes,No,bad,17,Ulsoor,Dessert Parlor,others,200,Delivery
New Leaf Restaurant,Yes,Yes,good,58,Indiranagar,Casual Dining,Chinese,1500,Delivery
Urban Solace - CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© for the Soul,Yes,No,good,461,Ulsoor,others,others,800,Delivery
Manjit Da Dhaba,Yes,No,insane,783,Frazer Town,Quick Bites,North Indian,300,Delivery
Origami,No,No,bad,11,Indiranagar,Casual Dining,others,700,Delivery
Rayalaseema Spice,No,No,good,116,Indiranagar,Casual Dining,others,650,Delivery
Himalyan Inn Tibet Kitchen,No,No,good,42,Indiranagar,Quick Bites,"Chinese, Momos",400,Delivery
Chitu's Kitchen,No,No,bad,10,Indiranagar,Quick Bites,"North Indian, Chinese",450,Delivery
MK Dabbawala,No,No,bad,29,Indiranagar,Delivery,North Indian,400,Delivery
Gravy Train,No,No,good,0,Indiranagar,Delivery,South Indian,600,Delivery
Tempteys,No,No,insane,131,Indiranagar,others,"Desserts, Beverages",400,Delivery
Johny's Kitchen,Yes,No,insane,59,others,Quick Bites,"North Indian, South Indian",300,Delivery
Pappu Chaiwalla,No,No,good,0,others,others,Fast Food,300,Delivery
RICE BAR,No,No,bad,12,Indiranagar,Delivery,"North Indian, Biryani",500,Delivery
King's Cafe And Restro,No,No,good,0,Indiranagar,Delivery,"North Indian, Biryani",550,Delivery
Daily Bread,No,No,bad,29,Indiranagar,others,others,600,Delivery
Neffy's - Cakes & More,No,No,bad,24,Indiranagar,Bakery,Bakery,300,Delivery
Baba Fattoosh,No,No,good,24,Indiranagar,Delivery,North Indian,300,Delivery
Ice Cubes,No,No,bad,16,Indiranagar,Quick Bites,others,300,Delivery
Choco Allure,No,No,bad,5,Indiranagar,"Takeaway, Delivery",Desserts,300,Delivery
Five Star Cafe,No,No,good,29,Indiranagar,Quick Bites,Fast Food,350,Delivery
Sri Aadhya,No,No,good,0,Indiranagar,"Takeaway, Delivery",South Indian,200,Delivery
Chaavadi,No,No,good,38,Indiranagar,Casual Dining,others,750,Delivery
99 Eat Out,No,No,good,0,Indiranagar,Delivery,others,200,Delivery
Unique Brew Cafe Resto,No,No,good,0,Indiranagar,Quick Bites,Biryani,150,Delivery
Biryani Treat,No,No,good,0,Indiranagar,"Takeaway, Delivery",Biryani,400,Delivery
Tenco Infusions,No,No,bad,15,Indiranagar,others,others,200,Delivery
Sultan's Biryani,No,No,bad,21,Indiranagar,Delivery,"Biryani, North Indian",700,Delivery
Bangalore Hotel,No,No,good,0,Indiranagar,Quick Bites,"Biryani, Kebab",200,Delivery
Hotel Green Land,No,No,bad,7,Indiranagar,Casual Dining,"North Indian, South Indian",400,Delivery
Tosco,No,No,bad,13,Indiranagar,others,Beverages,250,Delivery
La Mirch,No,No,bad,5,Indiranagar,Delivery,others,400,Delivery
Mast Kalandar,No,No,bad,256,Indiranagar,Casual Dining,North Indian,450,Delivery
Bismillah Ambur Biryani,No,No,bad,8,Indiranagar,Quick Bites,Biryani,150,Delivery
SipMeal,No,No,good,0,Indiranagar,Delivery,others,300,Delivery
Reddy's Hotel,No,No,good,0,Indiranagar,Quick Bites,Andhra,150,Delivery
Huga Icecream,No,No,good,0,Indiranagar,Delivery,Ice Cream,200,Delivery
Malabar Cafe,No,No,good,0,Indiranagar,Quick Bites,"Kerala, South Indian",350,Delivery
Imli Express,No,No,good,0,Indiranagar,"Takeaway, Delivery",Fast Food,150,Delivery
Biryani Khazana,Yes,No,bad,10,Indiranagar,"Takeaway, Delivery",Biryani,600,Delivery
Cafe Cerrise,Yes,No,good,96,Ulsoor,Cafe,others,600,Delivery
C-harge by Chefkraft,No,No,bad,7,Indiranagar,Cafe,"Cafe, Continental",600,Delivery
Sapfresh,No,No,good,0,Indiranagar,Delivery,Beverages,150,Delivery
Sri Lakshmi Darshini Canteen,No,No,good,0,Indiranagar,Quick Bites,South Indian,250,Delivery
Biryani Bazar,No,No,bad,4,Indiranagar,Quick Bites,Biryani,250,Delivery
Desi Spicey,No,No,good,0,Indiranagar,Delivery,"North Indian, Chinese",300,Delivery
New Roll Centre,No,No,bad,7,Indiranagar,Quick Bites,"Fast Food, Rolls",150,Delivery
Habib's Biryani,No,No,good,11,Indiranagar,Delivery,Biryani,400,Delivery
Sweet Mansion,No,No,good,0,Indiranagar,Bakery,Bakery,200,Delivery
Bindu's Freshbake,No,No,good,0,Indiranagar,Bakery,"Bakery, Desserts",350,Delivery
SSD Kitchen,No,No,good,0,Indiranagar,Quick Bites,Biryani,150,Delivery
Sri Sai Ganesh Andhra Mess,No,No,good,0,Indiranagar,Quick Bites,Andhra,300,Delivery
Best Biryani,No,No,good,0,Indiranagar,Quick Bites,"Biryani, North Indian",300,Delivery
Kings Kitchen,No,No,good,0,Indiranagar,"Takeaway, Delivery","Biryani, North Indian",300,Delivery
Homely Kitchen,Yes,No,good,0,Indiranagar,"Takeaway, Delivery","North Indian, Chinese",300,Delivery
Ciclo Life,No,No,good,0,others,Delivery,others,400,Delivery
Bismillah Ambur Biryani,No,No,good,0,Indiranagar,Quick Bites,others,200,Delivery
Steaks and Shakes,No,No,good,0,Indiranagar,Delivery,others,300,Delivery
Jini's Goodies,No,No,good,0,Indiranagar,Delivery,"Desserts, Bakery",500,Delivery
Hotel Blue Land,No,No,good,0,Indiranagar,Quick Bites,South Indian,200,Delivery
Kombo King,No,No,good,0,Indiranagar,Delivery,"North Indian, South Indian",300,Delivery
Delhi 6,No,No,good,0,Indiranagar,"Takeaway, Delivery","North Indian, South Indian",200,Delivery
New Ambur Hot Dum Biryani,No,No,good,0,Indiranagar,Quick Bites,Biryani,150,Delivery
Quick Shakes & More,No,No,good,0,Indiranagar,others,Beverages,150,Delivery
Fresh Bowl,No,No,good,0,Indiranagar,Delivery,others,400,Delivery
Monsoon Express,Yes,No,bad,7,MG Road,"Takeaway, Delivery",others,1600,Delivery
The Bite Club,No,No,good,23,others,others,others,400,Delivery
Bombay Kulfis,No,No,bad,4,Indiranagar,Dessert Parlor,Ice Cream,200,Delivery
AutoExpress - Hot Dogs,Yes,No,bad,6,Indiranagar,"Takeaway, Delivery",Fast Food,300,Delivery
Mamma Mexicana,Yes,Yes,bad,406,MG Road,Casual Dining,others,1000,Delivery
Melting Spot,No,No,insane,134,Indiranagar,others,others,600,Delivery
AcciaRolee,No,No,good,0,Indiranagar,Delivery,others,500,Delivery
Tasty Momos,No,No,good,0,Indiranagar,Quick Bites,Chinese,200,Delivery
Belly Doze,No,No,good,0,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",600,Delivery
Kolkata Hot Roll,No,No,good,0,Indiranagar,others,others,300,Delivery
Midnight Hunger Project,No,No,good,0,Indiranagar,Delivery,"North Indian, South Indian, Chinese",450,Delivery
Taantraa - Organic Handbaking,No,No,good,29,Indiranagar,Delivery,"Bakery, Desserts",350,Delivery
Momscurry,Yes,No,bad,19,others,Delivery,North Indian,300,Delivery
Raaga,Yes,Yes,good,297,Indiranagar,Casual Dining,"North Indian, Chinese, Continental",1200,Delivery
Bhagini Icon Boutique Hotel,Yes,No,bad,6,Indiranagar,Casual Dining,others,600,Delivery
Moonlight Kitchens,Yes,No,good,123,Old Airport Road,Delivery,"North Indian, Chinese",400,Delivery
Juicemaker,No,No,good,38,Indiranagar,Quick Bites,others,250,Delivery
Gowdara Naati Mane,Yes,No,good,0,Residency Road,Casual Dining,"South Indian, Biryani",600,Delivery
Bon Sante,Yes,No,good,104,Brigade Road,Cafe,others,800,Delivery
McLeans Italian Pizzeria,Yes,No,bad,31,Ejipura,Delivery,others,500,Delivery
VRS Food Zone,Yes,No,bad,4,Ejipura,Quick Bites,others,100,Delivery
Rajan's Cafe,Yes,No,bad,79,Domlur,Quick Bites,"North Indian, Chinese, Fast Food",300,Delivery
Biryani Bar,Yes,No,good,0,Kalyan Nagar,Delivery,Biryani,500,Delivery
Nature's Restaurant,Yes,No,good,0,Domlur,Quick Bites,others,300,Delivery
Homemade Food,Yes,No,good,24,Indiranagar,others,South Indian,200,Delivery
Grow Fit,Yes,No,good,111,Indiranagar,Delivery,others,500,Delivery
Hotel Tom's Restaurant,Yes,Yes,insane,712,Richmond Road,Casual Dining,others,1000,Delivery
Lime Twist,Yes,No,good,0,Residency Road,Quick Bites,"Fast Food, Beverages",150,Delivery
Waah Chef,Yes,No,bad,4,others,others,others,300,Delivery
DilliBite,Yes,No,bad,33,Ulsoor,Quick Bites,"North Indian, Chinese",600,Delivery
Cup Shup,Yes,No,bad,185,Indiranagar,Cafe,others,500,Delivery
BabaYaga's,Yes,Yes,insane,201,Indiranagar,others,others,1500,Delivery
Raat Ki Rani,Yes,No,insane,264,others,Delivery,others,400,Delivery
Kadai Crust - Amma Veetu Samayal,Yes,No,good,263,Indiranagar,"Takeaway, Delivery",others,700,Delivery
Samosa Party,Yes,No,insane,372,others,Quick Bites,others,150,Delivery
Norsha Caffe,Yes,No,bad,6,Commercial Street,Cafe,Cafe,400,Delivery
Mummy's Kitchen,Yes,No,good,16,Old Airport Road,Quick Bites,others,300,Delivery
Paisa Vasool,Yes,No,bad,8,Domlur,Quick Bites,North Indian,400,Delivery
Achayyan's,Yes,No,good,405,Indiranagar,Quick Bites,"Kerala, South Indian",350,Delivery
Knight Riders,No,No,bad,25,Domlur,others,others,1000,Delivery
Retro Lounge Bar,No,Yes,good,108,Ulsoor,others,"North Indian, Chinese",1400,Delivery
Soup Station,Yes,No,good,112,Domlur,Delivery,others,150,Delivery
Raenss Cafe,Yes,No,bad,129,Indiranagar,Cafe,others,600,Delivery
Friends Night Kitchen,Yes,No,good,109,Koramangala 6th Block,"Takeaway, Delivery","Italian, Pizza",400,Delivery
Midnight Hunger Solutions 24/7,Yes,No,bad,252,Indiranagar,Delivery,"North Indian, Mughlai, Chinese",500,Delivery
Omm Sweets & Snacks,Yes,No,good,0,Indiranagar,others,"Mithai, Street Food",100,Delivery
Chung Shan Chinese Restaurant,Yes,No,good,32,Ejipura,Quick Bites,"Chinese, Momos",500,Delivery
Peppers,Yes,No,bad,94,Ejipura,Quick Bites,"North Indian, Chinese",300,Delivery
Oyster Bay,No,No,bad,5,Old Airport Road,Casual Dining,North Indian,550,Delivery
The Taste Adda,No,No,good,0,Ulsoor,Quick Bites,others,200,Delivery
Ginseng - Royal Orchid Hotel,No,Yes,insane,170,Old Airport Road,others,others,1900,Delivery
L'inoui - The Leela Palace,No,No,bad,9,Old Airport Road,Dessert Parlor,Desserts,400,Delivery
Rudra Tiffin Service,No,No,bad,4,Domlur,"Takeaway, Delivery",North Indian,250,Delivery
Momo Corner,No,No,good,22,Old Airport Road,others,others,150,Delivery
Jiyo Natural,No,No,good,14,others,Delivery,others,300,Delivery
Express Food Delivery,No,No,bad,38,Ulsoor,Delivery,"North Indian, Chinese",500,Delivery
Fudgy Love Designer Cakes,No,No,good,20,Domlur,others,"Bakery, Desserts",600,Delivery
Cafe Velvette,No,No,bad,11,Domlur,others,others,400,Delivery
Mac Fast Food,No,No,bad,50,Old Airport Road,Quick Bites,others,400,Delivery
Nukkad Point,No,No,good,0,Old Airport Road,Quick Bites,North Indian,150,Delivery
Bismilla Vaniyambadi Biriyani,No,No,good,0,Domlur,Quick Bites,"Biryani, North Indian",200,Delivery
Celeste's Kitchen,No,No,bad,5,Domlur,Delivery,others,400,Delivery
Late Night,No,No,bad,43,Domlur,Delivery,"North Indian, Chinese",500,Delivery
Home Cooked,No,No,good,0,Domlur,Delivery,others,200,Delivery
Angel Mutton Leg Soup,No,No,bad,22,others,Quick Bites,South Indian,200,Delivery
Byblos,Yes,Yes,insane,1345,Indiranagar,Casual Dining,others,1700,Delivery
Home Treat,Yes,No,bad,7,Brigade Road,Quick Bites,North Indian,150,Delivery
The Chola,Yes,No,good,0,Frazer Town,Quick Bites,others,200,Delivery
Wow Tasty Food,Yes,No,good,0,Frazer Town,Quick Bites,others,300,Delivery
Urban Treat,Yes,No,bad,10,others,Quick Bites,others,250,Delivery
Al-Hind Sagar Kathi Rolls,Yes,No,good,0,Old Airport Road,others,others,150,Delivery
Allana Kabab,Yes,No,bad,4,Richmond Road,Quick Bites,North Indian,200,Delivery
Armani Kabab Centre,Yes,No,good,0,Richmond Road,Quick Bites,"North Indian, Fast Food",300,Delivery
Rajeev Bakery & Juice,Yes,No,good,0,Richmond Road,others,others,150,Delivery
Smoodies,Yes,No,good,22,Old Airport Road,others,others,300,Delivery
Debby's Kitchen,Yes,No,good,16,Frazer Town,Quick Bites,others,250,Delivery
The Humming Tree,Yes,No,insane,2415,Indiranagar,others,others,1400,Delivery
Kerala Kitchen,Yes,No,bad,31,Brigade Road,Quick Bites,"Kerala, South Indian",200,Delivery
Banashankri Donne Biriyani,Yes,No,good,0,Ulsoor,Quick Bites,"Biryani, Fast Food",300,Delivery
Chungs Pavilion,Yes,No,good,247,Indiranagar,Casual Dining,Chinese,650,Delivery
S.W.A.T Food Truck,Yes,No,good,216,others,others,others,450,Delivery
Shan Restaurant,Yes,No,bad,20,Brigade Road,Casual Dining,others,400,Delivery
Eatato Snack Bar,Yes,No,bad,11,Brigade Road,Casual Dining,"North Indian, Fast Food",400,Delivery
Al-Baik Kabab Centre,Yes,No,good,0,Banaswadi,Quick Bites,others,300,Delivery
Picante,Yes,No,good,23,Indiranagar,Delivery,others,400,Delivery
Dal Chawal Roti,Yes,No,bad,10,Indiranagar,Quick Bites,"North Indian, Chinese",350,Delivery
Five Senses,Yes,No,good,0,Ulsoor,"Takeaway, Delivery",others,500,Delivery
Mukati Kitchen,Yes,No,good,133,others,Quick Bites,others,500,Delivery
Danny Lambas Punjabi Dhaba,Yes,No,bad,98,Indiranagar,Casual Dining,"North Indian, Chinese, Biryani",600,Delivery
Chinese Fire Dragon,Yes,No,bad,25,Domlur,Casual Dining,others,550,Delivery
Guns N Roses,Yes,No,good,19,Ejipura,Quick Bites,others,300,Delivery
Hatti Punjab Di,Yes,No,bad,20,Brigade Road,Casual Dining,"North Indian, Chinese",550,Delivery
Loveshack,No,Yes,insane,1724,Domlur,others,others,1600,Delivery
Juice Shop,Yes,No,bad,11,Brigade Road,Quick Bites,others,200,Delivery
